,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
2092,LMFAO,Party Rock Anthem,262146,0,2011,73,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,pop
2093,LMFAO,Party Rock Anthem,262146,0,2011,73,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,Dance/Electronic
2094,Katy Perry,Firework,227893,0,2010,72,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,pop
2095,Bruno Mars,Grenade,222091,0,2010,78,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,pop
2096,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,0,2011,71,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,hip hop
2097,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,0,2011,71,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,pop
2098,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,0,2011,71,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,latin
2099,Alexandra Stan,Mr. Saxobeat,195105,0,2011,0,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,pop
2100,Alexandra Stan,Mr. Saxobeat,195105,0,2011,0,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,Dance/Electronic
2101,David Guetta,Who's That Chick? (feat. Rihanna),201040,0,2010,71,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,hip hop
2102,David Guetta,Who's That Chick? (feat. Rihanna),201040,0,2010,71,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,pop
2103,David Guetta,Who's That Chick? (feat. Rihanna),201040,0,2010,71,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,Dance/Electronic
2104,Jennifer Lopez,On The Floor,284866,0,2011,79,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,hip hop
2105,Jennifer Lopez,On The Floor,284866,0,2011,79,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,pop
2106,Jennifer Lopez,On The Floor,284866,0,2011,79,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,R&B
2107,Rihanna,S&M,243533,0,2010,73,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,hip hop
2108,Rihanna,S&M,243533,0,2010,73,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,pop
2109,Rihanna,S&M,243533,0,2010,73,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,R&B
2110,Kesha,Blow,219973,0,2010,69,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,pop
2111,Kesha,Blow,219973,0,2010,69,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,Dance/Electronic
2112,Snoop Dogg,Sweat - Remix,195986,0,2011,68,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,hip hop
2113,Snoop Dogg,Sweat - Remix,195986,0,2011,68,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,pop
2114,Taio Cruz,Higher,187626,0,2010,61,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,hip hop
2115,Taio Cruz,Higher,187626,0,2010,61,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,pop
2116,Usher,More - RedOne Jimmy Joker Remix,219986,0,2010,67,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,hip hop
2117,Usher,More - RedOne Jimmy Joker Remix,219986,0,2010,67,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,pop
2118,Usher,More - RedOne Jimmy Joker Remix,219986,0,2010,67,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,R&B
2119,Example,Changed the Way You Kiss Me - Radio Edit,195466,0,2011,42,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,pop
2120,Example,Changed the Way You Kiss Me - Radio Edit,195466,0,2011,42,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,Dance/Electronic
2121,Black Eyed Peas,Just Can’t Get Enough,219426,0,2010,76,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,hip hop
2122,Black Eyed Peas,Just Can’t Get Enough,219426,0,2010,76,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,pop
2123,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,1,2012,72,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,hip hop
2124,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,1,2012,72,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,pop
2125,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,1,2012,72,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,Dance/Electronic
2126,Lykke Li,I Follow Rivers - The Magician Remix,281106,0,2011,51,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,pop
2127,Lykke Li,I Follow Rivers - The Magician Remix,281106,0,2011,51,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,Dance/Electronic
2128,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,0,2011,81,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,hip hop
2129,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,0,2011,81,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,pop
2130,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,0,2011,81,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,latin
2131,Selena Gomez & The Scene,Love You Like A Love Song,188453,0,2011,79,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,pop
2132,Selena Gomez & The Scene,Love You Like A Love Song,188453,0,2011,79,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,Dance/Electronic
2133,Wiz Khalifa,Black and Yellow,217666,1,2011,75,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,hip hop
2134,Wiz Khalifa,Black and Yellow,217666,1,2011,75,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,pop
2135,Katy Perry,E.T.,229573,0,2012,65,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,pop
2136,Britney Spears,I Wanna Go,210266,0,2011,66,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,pop
2137,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,0,2011,81,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,hip hop
2138,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,0,2011,81,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,pop
2139,Edward Maya,Stereo Love - Radio Edit,184573,0,2010,66,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
2140,Enrique Iglesias,Tonight (I'm Fuckin' You),232213,1,2010,63,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,pop
2141,Enrique Iglesias,Tonight (I'm Fuckin' You),232213,1,2010,63,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,latin
2142,Jeremih,Down On Me,228453,0,2010,72,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,hip hop
2143,Jeremih,Down On Me,228453,0,2010,72,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,pop
2144,Jeremih,Down On Me,228453,0,2010,72,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,R&B
2145,Sak Noel,Loca People - Radio Edit,215624,1,2011,49,0.926,0.808,11,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,Dance/Electronic
2146,Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,0,2011,61,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,pop
2147,Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,0,2011,61,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,Dance/Electronic
2148,LMFAO,Sexy And I Know It,199480,0,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,hip hop
2149,LMFAO,Sexy And I Know It,199480,0,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,pop
2150,LMFAO,Sexy And I Know It,199480,0,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,Dance/Electronic
2151,Cobra Starship,You Make Me Feel... (feat. Sabi),215693,0,2011,70,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,pop
2152,Cobra Starship,You Make Me Feel... (feat. Sabi),215693,0,2011,70,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,Dance/Electronic
2153,Jessie J,Do It Like A Dude,195240,1,2011,57,0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,hip hop
2154,Jessie J,Do It Like A Dude,195240,1,2011,57,0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,pop
2155,DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,0,2012,55,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,pop
2156,DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,0,2012,55,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,Dance/Electronic
2157,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,1,2010,76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,hip hop
2158,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,1,2010,76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,pop
2159,Nickelback,When We Stand Together,190786,0,2011,65,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,rock
2160,Nickelback,When We Stand Together,190786,0,2011,65,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,metal
2161,M83,Midnight City,243960,0,2011,76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,rock
2162,M83,Midnight City,243960,0,2011,76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,pop
2163,M83,Midnight City,243960,0,2011,76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,metal
2164,M83,Midnight City,243960,0,2011,76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,Dance/Electronic
2165,Britney Spears,Till the World Ends,237946,0,2011,65,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,pop
2166,Labrinth,Earthquake (feat. Tinie Tempah),274600,1,2012,62,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,pop
2167,Jason Derulo,Don't Wanna Go Home,206080,0,2011,63,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,hip hop
2168,Jason Derulo,Don't Wanna Go Home,206080,0,2011,63,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,pop
2169,Coldplay,Paradise,278719,0,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,rock
2170,Coldplay,Paradise,278719,0,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,pop
2171,Katy Perry,Last Friday Night (T.G.I.F.),230746,0,2012,74,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,pop
2172,Adele,Set Fire to the Rain,242973,0,2011,2,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,pop
2173,Adele,Set Fire to the Rain,242973,0,2011,2,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,R&B
2174,Dr. Dre,I Need A Doctor,283733,1,2011,71,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,hip hop
2175,Lil Wayne,6 Foot 7 Foot,248586,1,2011,1,0.364,0.752,2,-5.429,1,0.304,0.0007,0.0,0.318,0.606,79.119,hip hop
2176,Lil Wayne,6 Foot 7 Foot,248586,1,2011,1,0.364,0.752,2,-5.429,1,0.304,0.0007,0.0,0.318,0.606,79.119,pop
2177,DJ Khaled,I'm On One,296146,1,2011,70,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,hip hop
2178,DJ Khaled,I'm On One,296146,1,2011,70,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,pop
2179,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,1,2011,71,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,hip hop
2180,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,1,2011,71,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,pop
2181,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,1,2011,71,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,R&B
2182,Far East Movement,Rocketeer,211253,0,2010,61,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,hip hop
2183,Far East Movement,Rocketeer,211253,0,2010,61,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,pop
2184,The Wanted,Glad You Came,197935,0,2011,77,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,pop
2185,The Wanted,Glad You Came,197935,0,2011,77,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,Dance/Electronic
2186,Kesha,We R Who We R,204760,0,2010,71,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,pop
2187,Kesha,We R Who We R,204760,0,2010,71,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,Dance/Electronic
2188,Kelly Rowland,Motivation,230560,0,2011,65,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,hip hop
2189,Kelly Rowland,Motivation,230560,0,2011,65,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,pop
2190,Kelly Rowland,Motivation,230560,0,2011,65,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,R&B
2191,Rihanna,We Found Love,215226,0,2011,75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,hip hop
2192,Rihanna,We Found Love,215226,0,2011,75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,pop
2193,Rihanna,We Found Love,215226,0,2011,75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,R&B
2194,Nicole Scherzinger,Don't Hold Your Breath,197440,0,2011,62,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,pop
2195,Nicole Scherzinger,Don't Hold Your Breath,197440,0,2011,62,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,Dance/Electronic
2196,Mann,Buzzin Remix,224333,1,2011,48,0.687,0.939,10,-4.372,0,0.146,0.0887,0.0,0.283,0.539,104.029,hip hop
2197,Mann,Buzzin Remix,224333,1,2011,48,0.687,0.939,10,-4.372,0,0.146,0.0887,0.0,0.283,0.539,104.029,pop
2198,Chris Brown,Yeah 3x,241666,1,2011,69,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,hip hop
2199,Chris Brown,Yeah 3x,241666,1,2011,69,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,pop
2200,Chris Brown,Yeah 3x,241666,1,2011,69,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,R&B
2201,Swedish House Mafia,Save The World,213337,0,2011,65,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,pop
2202,Swedish House Mafia,Save The World,213337,0,2011,65,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,Dance/Electronic
2203,Kanye West,All Of The Lights,299613,1,2010,76,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,hip hop
2204,Miguel,Sure Thing,195373,0,2010,78,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,pop
2205,Miguel,Sure Thing,195373,0,2010,78,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,R&B
2206,Diddy - Dirty Money,Coming Home,238693,0,2010,69,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,hip hop
2207,Diddy - Dirty Money,Coming Home,238693,0,2010,69,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,pop
2208,Diddy - Dirty Money,Coming Home,238693,0,2010,69,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,R&B
2209,Rihanna,What's My Name?,263173,0,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,hip hop
2210,Rihanna,What's My Name?,263173,0,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,pop
2211,Rihanna,What's My Name?,263173,0,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,R&B
2212,Chris Brown,Beautiful People,225881,0,2019,53,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,hip hop
2213,Chris Brown,Beautiful People,225881,0,2019,53,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,pop
2214,Chris Brown,Beautiful People,225881,0,2019,53,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,R&B
2215,Avril Lavigne,What the Hell,220706,0,2011,74,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,pop
2216,Professor Green,Read All About It,235735,1,2011,39,0.656,0.752,11,-5.522,0,0.0434,0.336,0.0,0.223,0.445,100.963,Dance/Electronic
2217,Chase & Status,Blind Faith,233666,0,2011,60,0.45,0.846,9,-4.712,0,0.0472,0.00523,0.0,0.228,0.402,140.042,Dance/Electronic
2218,Chip,Champion (feat. Chris Brown),237293,1,2011,48,0.415,0.934,6,-2.914,0,0.24,0.078,0.0,0.145,0.52,190.151,hip hop
2219,Chip,Champion (feat. Chris Brown),237293,1,2011,48,0.415,0.934,6,-2.914,0,0.24,0.078,0.0,0.145,0.52,190.151,Dance/Electronic
2220,Selena Gomez & The Scene,Who Says,195613,0,2011,76,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,pop
2221,Selena Gomez & The Scene,Who Says,195613,0,2011,76,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,Dance/Electronic
2222,Rizzle Kicks,Down With The Trumpets,186851,0,2011,59,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,hip hop
2223,Lady Gaga,Born This Way,260253,0,2011,72,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,pop
2224,Nicki Minaj,Super Bass,200013,1,2010,0,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,hip hop
2225,Nicki Minaj,Super Bass,200013,1,2010,0,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,pop
2226,Mac Miller,Donald Trump,165908,1,2011,61,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,hip hop
2227,Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,0,2012,62,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,hip hop
2228,Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,0,2012,62,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,pop
2229,Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,0,2012,62,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,Dance/Electronic
2230,David Guetta,Without You (feat. Usher),208133,0,2012,70,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,hip hop
2231,David Guetta,Without You (feat. Usher),208133,0,2012,70,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,pop
2232,David Guetta,Without You (feat. Usher),208133,0,2012,70,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,Dance/Electronic
2233,Foster The People,Pumped Up Kicks,239600,0,2011,82,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,rock
2234,Foster The People,Pumped Up Kicks,239600,0,2011,82,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,pop
2235,Drake,Headlines,235986,1,2011,74,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,hip hop
2236,Drake,Headlines,235986,1,2011,74,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,pop
2237,Drake,Headlines,235986,1,2011,74,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,R&B
2238,Jessie J,Price Tag,223053,0,2011,73,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,hip hop
2239,Jessie J,Price Tag,223053,0,2011,73,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,pop
2240,Jason Aldean,Dirt Road Anthem,229413,0,2010,53,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.116,0.658,127.037,country
2241,Wiz Khalifa,Roll Up,227773,1,2011,63,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,hip hop
2242,Wiz Khalifa,Roll Up,227773,1,2011,63,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,pop
2243,OneRepublic,Good Life,253306,1,2009,72,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,pop
2244,Bad Meets Evil,Lighters,303813,1,2011,68,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,hip hop
2245,Bad Meets Evil,Lighters,303813,1,2011,68,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,pop
2246,Bruno Mars,The Lazy Song,189109,0,2010,75,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,pop
2247,Lupe Fiasco,The Show Goes On,239613,1,2011,70,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,hip hop
2248,Lupe Fiasco,The Show Goes On,239613,1,2011,70,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,pop
2249,James Morrison,I Won't Let You Go,229303,0,2011,64,0.537,0.611,0,-6.427,1,0.0304,0.229,0.0,0.146,0.161,105.955,pop
2250,James Morrison,I Won't Let You Go,229303,0,2011,64,0.537,0.611,0,-6.427,1,0.0304,0.229,0.0,0.146,0.161,105.955,R&B
2251,Jason Derulo,It Girl,192200,0,2011,70,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,hip hop
2252,Jason Derulo,It Girl,192200,0,2011,70,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,pop
2253,Adele,Someone Like You,285240,0,2011,4,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,pop
2254,Adele,Someone Like You,285240,0,2011,4,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,R&B
2255,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,0,2011,65,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,rock
2256,Keri Hilson,Pretty Girl Rock,243920,0,2010,67,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,pop
2257,Keri Hilson,Pretty Girl Rock,243920,0,2010,67,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,R&B
2258,P!nk,F**kin' Perfect,213413,1,2010,60,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964,pop
2259,Blake Shelton,Honey Bee,210720,0,2011,50,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,country
2260,Lady Gaga,The Edge Of Glory,320546,0,2011,67,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,pop
2261,Lady A,Just A Kiss,218840,0,2011,63,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,pop
2262,Lady A,Just A Kiss,218840,0,2011,63,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,country
2263,Hot Chelle Rae,Tonight Tonight,200466,0,2011,73,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,hip hop
2264,Hot Chelle Rae,Tonight Tonight,200466,0,2011,73,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,pop
2265,Hot Chelle Rae,Tonight Tonight,200466,0,2011,73,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,rock
2266,Grouplove,Tongue Tied,218013,0,2011,79,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,pop
2267,Grouplove,Tongue Tied,218013,0,2011,79,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,rock
