,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3633,229184,73,0.807,0.887,-4.311,0.0361,0.016,0.000503,0.0811,0.606,122.015
2609,213666,0,0.659,0.735,-4.758,0.056,0.0466,0.0,0.111,0.609,104.038
168,296693,65,0.725,0.487,-5.959,0.0368,0.26,1.09e-05,0.431,0.599,136.086
2631,235662,0,0.681,0.463,-6.542,0.289,0.128,0.0,0.0769,0.661,82.92
3106,213427,45,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
2619,266600,79,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961
266,221226,67,0.786,0.842,-5.115,0.0707,0.00305,3.54e-06,0.473,0.685,97.577
3612,205426,76,0.831,0.502,-4.045,0.046,0.101,0.0,0.122,0.101,100.541
626,207466,68,0.455,0.858,-5.659,0.0391,0.000616,0.000247,0.226,0.597,163.118
1216,240280,57,0.644,0.746,-4.941,0.341,0.0071,1.22e-05,0.0743,0.355,105.253
600,324600,47,0.78,0.604,-8.019,0.0396,0.022,0.0,0.194,0.12,101.043
3018,244960,83,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01
2825,269946,53,0.716,0.67,-5.779,0.194,0.251,0.0,0.109,0.124,86.01
483,265706,55,0.567,0.58,-5.757,0.223,0.0084,5.37e-06,0.0342,0.46,157.596
187,243160,1,0.622,0.608,-5.085,0.036,0.138,5.38e-06,0.273,0.607,89.661
2232,208133,70,0.608,0.614,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884
372,289160,77,0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189
2132,188453,79,0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009
2526,206120,64,0.722,0.958,-3.617,0.0912,0.00726,0.0,0.375,0.952,127.008
2408,201053,68,0.715,0.791,-6.63,0.0414,0.0368,0.0,0.0694,0.879,116.043
1886,241853,73,0.338,0.803,-5.412,0.0413,0.0187,0.0,0.136,0.4,151.994
3410,276147,75,0.907,0.633,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914
3113,187973,82,0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695
1579,210680,51,0.632,0.972,-2.423,0.121,0.121,7.74e-05,0.0317,0.845,87.0
1622,171226,55,0.852,0.927,-4.497,0.0581,0.0109,0.00268,0.054,0.887,107.993
2662,209160,74,0.733,0.65,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003
1460,269373,78,0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984
1452,212040,68,0.435,0.887,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935
2470,277386,75,0.629,0.515,-10.358,0.265,0.0267,1.22e-05,0.0888,0.299,121.845
3348,210200,71,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.114,0.525,73.003
499,307879,79,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97
1454,211520,72,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
1577,208106,73,0.644,0.939,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031
1339,223080,81,0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948
3308,225520,63,0.572,0.778,-5.208,0.233,0.00638,0.0,0.0563,0.54,168.073
1942,163246,63,0.733,0.673,-6.572,0.0333,0.0132,0.0049,0.16,0.636,125.061
2689,239573,61,0.886,0.628,-5.949,0.131,0.00215,1.15e-05,0.31,0.178,119.906
1847,220626,60,0.545,0.918,-1.925,0.0448,0.0571,0.0,0.0415,0.855,117.985
125,261973,66,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911
1029,258666,65,0.568,0.732,-4.896,0.103,0.179,4.92e-06,0.401,0.626,186.048
2969,223973,68,0.589,0.658,-5.288,0.203,0.0242,0.0,0.118,0.251,77.521
118,251040,55,0.826,0.656,-8.529,0.0617,0.0101,0.000113,0.0272,0.852,129.963
2692,189399,66,0.76,0.886,-5.356,0.0258,0.0219,7.43e-06,0.623,0.78,123.002
2937,238320,77,0.418,0.724,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521
604,282773,62,0.835,0.68,-6.02,0.21,0.1,0.0,0.049,0.889,95.508
2608,221360,77,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964
1740,251440,68,0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048
2479,263053,55,0.861,0.504,-7.707,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0
2883,167065,79,0.656,0.627,-6.627,0.0379,0.343,2.17e-05,0.124,0.481,99.933
746,295773,67,0.546,0.538,-7.886,0.0523,0.233,0.0,0.118,0.58,182.12
55,243533,58,0.633,0.922,-4.842,0.0454,0.116,0.000465,0.071,0.686,84.11
2329,211920,78,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001
104,278666,0,0.408,0.849,-5.631,0.0333,0.0136,2.51e-05,0.56,0.628,84.192
1068,260600,66,0.675,0.501,-6.183,0.22,0.0541,0.0,0.429,0.532,139.861
2357,204956,0,0.847,0.769,-5.761,0.258,0.0145,0.00012,0.0767,0.626,126.017
79,236906,59,0.772,0.688,-4.715,0.0405,0.0548,9.79e-05,0.0725,0.348,98.0
866,200973,47,0.548,0.785,-5.087,0.0704,0.00277,0.048,0.329,0.418,120.939
3631,183290,79,0.794,0.793,-4.521,0.0842,0.0125,0.0,0.0952,0.677,123.941
2231,208133,70,0.608,0.614,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884
2633,232120,68,0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.0477,0.668,103.987
965,265480,52,0.646,0.796,-6.152,0.366,0.409,0.0,0.107,0.676,83.093
2921,225226,71,0.823,0.563,-5.095,0.0443,0.0399,0.0,0.0851,0.682,98.031
134,230200,70,0.771,0.685,-4.639,0.0567,0.00543,0.00157,0.0537,0.683,88.997
2991,176674,1,0.676,0.615,-7.534,0.0496,0.0384,0.0,0.341,0.883,163.993
2333,234693,66,0.616,0.862,-5.18,0.0973,0.00117,0.0,0.179,0.569,127.992
137,233933,78,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
755,202013,63,0.496,0.819,-5.656,0.0444,0.0479,0.000215,0.177,0.317,100.215
2832,176561,73,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007
3276,186026,62,0.905,0.884,-4.076,0.236,0.111,8.31e-05,0.107,0.588,135.048
467,267160,53,0.489,0.757,-4.062,0.0926,0.00981,0.0,0.234,0.567,168.004
1691,278573,74,0.672,0.82,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005
968,236213,68,0.856,0.754,-2.728,0.0416,0.0294,1.49e-05,0.206,0.722,98.018
2551,238120,68,0.579,0.549,-8.262,0.0909,0.104,0.0202,0.0964,0.155,119.74
3414,238614,77,0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983
1114,297426,69,0.506,0.93,-3.499,0.0675,0.129,0.00682,0.0931,0.305,146.994
2066,268320,74,0.688,0.853,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993
751,257026,58,0.688,0.538,-7.608,0.0292,0.504,0.0,0.111,0.27,119.998
610,245240,36,0.602,0.34,-9.867,0.0375,0.618,0.0,0.234,0.511,109.598
2872,231906,62,0.67,0.476,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975
386,297786,85,0.548,0.847,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447
2236,235986,74,0.636,0.566,-7.16,0.106,0.365,0.000353,0.0917,0.425,151.894
1956,263773,58,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.241,0.361,131.497
495,192533,68,0.802,0.903,-3.267,0.046,0.0011,0.0,0.173,0.96,128.93
2772,228133,79,0.536,0.768,-5.948,0.0347,0.00433,0.0,0.114,0.545,77.217
3175,233337,0,0.443,0.558,-5.436,0.0624,0.441,0.0,0.163,0.248,116.838
1470,236080,0,0.685,0.8,-6.564,0.298,0.0847,0.0,0.092,0.483,120.226
1501,275106,64,0.684,0.606,-7.268,0.0504,0.17,0.0,0.058,0.723,127.901
1312,222453,59,0.616,0.855,-3.495,0.042,0.00379,0.000863,0.318,0.686,124.191
2401,231840,74,0.758,0.557,-4.568,0.034,0.0117,0.0,0.0418,0.781,126.986
390,222546,60,0.955,0.839,-3.399,0.127,0.0934,0.000175,0.099,0.825,108.955
2974,271640,76,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,113.927
1475,225373,78,0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009
2392,202533,78,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786
1952,234560,76,0.616,0.869,-3.911,0.0327,0.0283,0.0,0.064,0.473,127.966
2107,243533,73,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,127.975
242,213026,57,0.767,0.759,-6.516,0.117,0.0513,0.0,0.31,0.677,89.989
3625,195637,69,0.792,0.743,-2.806,0.0851,0.107,0.0,0.183,0.742,150.024
497,303333,52,0.652,0.41,-8.323,0.158,0.333,0.0,0.064,0.495,75.09
2438,210853,63,0.682,0.795,-6.17,0.0367,0.0297,0.0391,0.131,0.78,120.008
2967,193333,47,0.599,0.869,-3.697,0.0789,0.0525,0.00719,0.103,0.593,108.061
212,264933,57,0.66,0.71,-4.541,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988
685,243306,59,0.691,0.541,-5.873,0.0776,0.508,0.0,0.0753,0.319,127.683
1106,231040,0,0.722,0.329,-11.617,0.108,0.088,0.0,0.081,0.166,99.991
3549,157066,79,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041
470,318213,47,0.64,0.59,-7.442,0.32,0.252,0.0,0.665,0.519,83.133
3425,188560,69,0.791,0.745,-3.695,0.0464,0.354,2.93e-05,0.104,0.82,94.014
1260,220853,67,0.693,0.516,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02
3394,214846,81,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994
864,216706,63,0.759,0.891,-2.983,0.257,0.0298,0.0,0.141,0.587,98.579
1714,238506,63,0.849,0.599,-8.164,0.227,0.00301,0.000249,0.0763,0.761,126.003
1059,256000,50,0.727,0.736,-6.203,0.0615,0.0743,0.00311,0.0348,0.687,85.098
3050,313546,74,0.722,0.331,-7.789,0.0726,0.337,0.282,0.146,0.102,143.961
1438,444333,57,0.859,0.681,-6.247,0.0549,0.34,0.000161,0.213,0.852,121.243
2161,243960,76,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013
1057,240040,59,0.838,0.594,-5.695,0.113,0.176,0.0,0.0867,0.507,90.038
892,316053,72,0.559,0.733,-5.659,0.171,0.314,0.0,0.284,0.611,145.115
1756,231173,66,0.607,0.783,-4.41,0.0397,0.000683,0.0,0.0678,0.434,113.172
1875,231146,55,0.687,0.771,-4.424,0.0384,0.164,2.46e-05,0.112,0.445,129.964
753,190173,68,0.62,0.93,-3.685,0.0374,0.00043,0.0,0.0686,0.609,106.22
2815,244226,67,0.702,0.629,-4.292,0.041,0.0506,0.0,0.0963,0.446,141.967
2504,279506,68,0.797,0.608,-6.096,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999
65,255600,55,0.798,0.48,-5.564,0.0276,0.247,0.0,0.237,0.643,108.241
3374,198973,81,0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169
1041,325573,63,0.878,0.417,-6.799,0.361,0.0444,0.0,0.0833,0.904,77.49
3304,194896,67,0.548,0.65,-5.827,0.0591,0.219,0.0,0.225,0.557,144.937
813,232000,67,0.87,0.712,-6.313,0.0432,0.0202,0.000331,0.0576,0.877,121.057
828,214893,49,0.86,0.866,-6.345,0.232,0.104,1.42e-06,0.584,0.933,100.15
747,295773,67,0.546,0.538,-7.886,0.0523,0.233,0.0,0.118,0.58,182.12
1765,220426,58,0.893,0.666,-5.089,0.138,0.0206,0.0,0.342,0.874,107.011
3632,214203,61,0.531,0.581,-5.801,0.101,0.0107,1.62e-05,0.101,0.591,137.776
3004,197266,79,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026
3092,219159,74,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986
3491,217925,75,0.835,0.626,-5.833,0.125,0.0589,6e-05,0.396,0.35,91.03
7,200560,65,0.614,0.928,-4.806,0.0516,0.0408,0.00104,0.0845,0.879,172.656
3688,181823,73,0.659,0.625,-2.253,0.045,0.0644,0.0,0.582,0.442,88.042
3518,190348,71,0.737,0.408,-7.941,0.104,0.802,0.0,0.171,0.374,127.921
340,217493,0,0.713,0.829,-4.171,0.0491,0.00769,0.00203,0.139,0.844,126.853
3360,222360,71,0.78,0.575,-5.628,0.139,0.106,0.0,0.129,0.273,81.502
1736,208066,48,0.694,0.825,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949
3047,243490,75,0.502,0.786,-4.378,0.317,0.255,0.0,0.65,0.739,169.021
773,215431,56,0.809,0.965,-3.947,0.0427,0.177,0.0,0.0577,0.672,130.103
943,366733,61,0.264,0.663,-8.264,0.187,0.59,0.00443,0.342,0.249,167.078
959,233640,74,0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046
3698,181026,79,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958
1692,278573,74,0.672,0.82,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005
1045,238746,52,0.636,0.946,-4.683,0.332,0.115,3.75e-05,0.0416,0.891,125.085
1997,192440,62,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.36,0.827,138.021
2385,234093,64,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061
3615,114893,71,0.703,0.594,-6.146,0.0752,0.342,0.0,0.123,0.475,153.848
2080,212306,64,0.482,0.829,-5.576,0.0437,0.00034,0.0,0.378,0.739,147.99
2410,207333,77,0.715,0.655,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078
713,263226,70,0.884,0.677,-5.603,0.283,0.0778,0.0,0.0732,0.584,101.868
101,215506,65,0.628,0.834,-6.341,0.0497,0.403,0.0,0.051,0.626,97.865
1246,274333,64,0.551,0.81,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464
1115,297426,69,0.506,0.93,-3.499,0.0675,0.129,0.00682,0.0931,0.305,146.994
1552,207920,34,0.888,0.823,-6.351,0.0538,0.00499,0.0,0.291,0.623,102.757
686,243306,59,0.691,0.541,-5.873,0.0776,0.508,0.0,0.0753,0.319,127.683
2171,230746,74,0.649,0.815,-3.796,0.0415,0.00125,4.31e-05,0.671,0.765,126.03
1481,199946,76,0.519,0.749,-3.318,0.0405,0.271,0.0,0.119,0.29,147.905
3376,172800,80,0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007
1325,275986,81,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028
1343,223111,73,0.627,0.954,-4.804,0.0425,0.0015,0.000814,0.292,0.312,128.016
3089,229080,69,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02
1238,234133,62,0.786,0.511,-6.66,0.286,0.0825,0.0,0.12,0.587,80.0
1630,267866,62,0.723,0.322,-9.702,0.0341,0.014,0.0,0.119,0.0406,90.063
857,282306,0,0.571,0.968,-3.092,0.162,0.0649,3.07e-06,0.592,0.313,154.07
162,230093,70,0.575,0.786,-4.353,0.0296,0.252,0.0,0.159,0.518,96.102
1545,245520,56,0.756,0.829,-3.973,0.0682,0.003,3.46e-05,0.0578,0.504,120.163
1266,260466,64,0.344,0.874,-3.161,0.0777,0.0841,0.0,0.129,0.269,185.888
353,240626,63,0.618,0.844,-4.051,0.342,0.0178,0.000126,0.0634,0.697,84.411
388,285586,69,0.713,0.471,-7.392,0.483,0.421,0.0,0.0308,0.779,199.764
2176,248586,1,0.364,0.752,-5.429,0.304,0.0007,0.0,0.318,0.606,79.119
3641,209438,78,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027
3551,194087,83,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128
2214,225881,53,0.415,0.775,-6.366,0.161,0.0658,0.00431,0.0843,0.536,127.898
21,285960,62,0.586,0.659,-7.92,0.0304,0.011,0.0,0.106,0.147,111.989
2722,183750,0,0.789,0.915,-3.263,0.248,0.0135,8.77e-06,0.0818,0.66,127.955
2331,234693,66,0.616,0.862,-5.18,0.0973,0.00117,0.0,0.179,0.569,127.992
764,235213,80,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526
1560,221933,74,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141
623,359973,47,0.849,0.498,-7.872,0.272,0.116,4.49e-05,0.268,0.502,92.98
35,211893,65,0.801,0.876,-3.94,0.0446,0.144,1.38e-05,0.104,0.932,122.979
3310,197640,73,0.538,0.804,-5.194,0.0358,0.0041,0.0,0.33,0.507,144.992
2813,244226,67,0.702,0.629,-4.292,0.041,0.0506,0.0,0.0963,0.446,141.967
1358,311866,54,0.617,0.717,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992
1999,237480,66,0.846,0.438,-4.981,0.141,0.2,9.43e-05,0.0939,0.512,85.013
3006,230333,77,0.647,0.823,-5.231,0.0762,0.0598,0.0,0.119,0.396,99.933
1772,127920,2,0.617,0.778,-8.871,0.027,0.459,0.925,0.128,0.152,100.363
126,243533,55,0.859,0.622,-8.196,0.0445,0.0661,0.0,0.0394,0.433,134.007
1556,245680,72,0.671,0.685,-5.762,0.05,0.00165,0.0,0.398,0.368,118.449
2054,208946,56,0.625,0.613,-6.005,0.173,0.0209,0.0,0.0286,0.738,96.033
675,245960,67,0.435,0.92,-1.357,0.201,0.235,0.000353,0.552,0.45,188.899
2801,226580,55,0.733,0.676,-5.655,0.0432,0.0697,0.0,0.208,0.701,97.448
3138,212946,63,0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.105,0.0594,133.053
3623,207038,65,0.74,0.498,-6.684,0.0456,0.0169,0.00282,0.319,0.652,98.016
2960,241688,81,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945
609,245240,36,0.602,0.34,-9.867,0.0375,0.618,0.0,0.234,0.511,109.598
3120,195561,0,0.79,0.705,-4.684,0.0383,0.0807,4.81e-05,0.251,0.501,121.969
1139,218093,82,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024
3383,184732,80,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01
3568,192470,75,0.682,0.559,-5.545,0.127,0.174,0.0,0.344,0.137,202.015
2602,209466,57,0.726,0.795,-4.653,0.029,0.136,0.0,0.698,0.952,115.995
2466,289080,66,0.373,0.686,-5.52,0.034,0.128,1.96e-06,0.383,0.189,93.763
2029,221253,70,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036
799,242013,61,0.814,0.899,-5.958,0.0637,0.00727,0.219,0.0979,0.545,119.011
1253,276773,0,0.561,0.936,-5.409,0.0613,0.00185,0.0,0.102,0.594,103.055
1178,226293,65,0.826,0.67,-5.559,0.169,0.00798,0.0,0.495,0.794,74.007
2753,236133,74,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992
2011,199026,65,0.762,0.748,-4.15,0.033,0.0266,0.0,0.348,0.851,110.009
393,172240,53,0.718,0.69,-4.382,0.265,0.106,0.0,0.271,0.774,93.401
1588,188493,66,0.84,0.571,-7.421,0.0797,0.16,0.0,0.406,0.617,116.59
2442,255631,74,0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985
2889,230613,79,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999
2190,230560,65,0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889
165,274800,64,0.41,0.539,-8.412,0.0302,0.00425,0.00089,0.117,0.141,138.852
640,221426,58,0.568,0.867,-5.861,0.0365,0.00344,4.67e-05,0.328,0.88,163.944
1316,210066,49,0.474,0.71,-4.606,0.029,0.0548,0.0,0.0974,0.591,78.969
2885,166138,49,0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985
3589,179449,73,0.791,0.587,-5.075,0.0413,0.407,0.0,0.148,0.536,96.057
2317,205640,64,0.728,0.858,-3.686,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055
183,404106,83,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063
3008,255506,55,0.667,0.716,-5.21,0.0349,0.189,0.0,0.104,0.493,108.002
2926,222093,68,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075
67,219360,54,0.683,0.866,-5.436,0.0329,0.0395,0.00161,0.0483,0.542,121.996
3253,190677,0,0.763,0.598,-6.865,0.0539,0.0714,0.0,0.112,0.182,140.987
3535,216631,70,0.755,0.599,-5.042,0.224,0.147,0.0,0.109,0.755,133.123
2748,224293,0,0.69,0.845,-4.676,0.0339,0.0193,0.0,0.101,0.638,114.948
3326,223413,79,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018
1830,252279,64,0.525,0.742,-5.643,0.0311,0.0874,0.149,0.117,0.179,117.029
3203,184516,79,0.544,0.552,-7.45,0.0991,0.67,4.57e-05,0.415,0.554,159.738
124,261973,66,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911
749,201373,61,0.397,0.903,-4.577,0.0457,0.00575,1.6e-06,0.362,0.556,151.551
1808,255360,58,0.557,0.783,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008
1134,189333,59,0.709,0.721,-3.52,0.0281,0.0322,0.000309,0.355,0.801,112.019
1534,196053,61,0.712,0.911,-3.866,0.0445,0.689,8.02e-06,0.107,0.85,117.533
876,247106,59,0.925,0.741,-5.827,0.315,0.0653,0.0,0.044,0.654,93.04
3582,312820,81,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008
2771,169866,49,0.659,0.911,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999
3520,190348,71,0.737,0.408,-7.941,0.104,0.802,0.0,0.171,0.374,127.921
3508,190920,56,0.671,0.834,-3.928,0.0885,0.0387,0.0,0.454,0.454,113.021
1133,227840,67,0.68,0.87,-4.461,0.0393,0.266,0.0,0.109,0.646,119.075
2677,227000,71,0.742,0.595,-7.51,0.107,0.15,0.0,0.111,0.431,101.013
595,287226,59,0.405,0.589,-7.51,0.0586,0.252,0.0,0.661,0.808,83.373
1328,251240,79,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324
3386,202620,78,0.626,0.88,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079
1584,262240,56,0.486,0.765,-4.23,0.128,0.0239,3.02e-05,0.11,0.386,141.933
2235,235986,74,0.636,0.566,-7.16,0.106,0.365,0.000353,0.0917,0.425,151.894
2178,296146,70,0.413,0.807,-3.499,0.318,0.0536,0.0,0.631,0.438,149.33
326,257066,64,0.874,0.768,-4.086,0.311,0.0554,0.0,0.041,0.636,106.095
1669,213520,67,0.57,0.664,-4.718,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084
743,228706,63,0.256,0.788,-5.263,0.0403,0.0298,0.0,0.707,0.429,80.718
1694,210506,1,0.614,0.47,-6.09,0.0255,0.291,0.0,0.111,0.329,80.045
1229,201590,49,0.681,0.908,-3.918,0.0473,0.0232,0.0,0.355,0.879,131.925
3214,251088,75,0.72,0.763,-4.068,0.0523,0.406,0.0,0.18,0.742,101.965
2488,248413,83,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047
883,262533,72,0.19,0.265,-9.206,0.0356,0.863,0.0,0.134,0.101,79.012
2724,193058,76,0.69,0.578,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961
2393,212862,76,0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042
3128,255889,51,0.369,0.618,-6.304,0.249,0.161,0.0,0.257,0.467,191.863
1686,284186,55,0.622,0.882,-5.59,0.119,0.0912,0.0,0.216,0.762,77.506
3519,190348,71,0.737,0.408,-7.941,0.104,0.802,0.0,0.171,0.374,127.921
3671,199427,69,0.872,0.814,-4.568,0.155,0.00485,1.96e-06,0.214,0.57,98.985
2959,213053,55,0.748,0.741,-3.103,0.0531,0.00419,0.0,0.147,0.537,128.077
11,284200,86,0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504
3238,233901,82,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985
3422,303076,72,0.904,0.518,-5.32,0.183,0.0305,0.0,0.325,0.188,137.996
3460,180822,80,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971
2735,251986,64,0.838,0.72,-4.135,0.0483,0.0862,0.00696,0.0772,0.203,122.993
289,232573,67,0.596,0.661,-6.239,0.226,0.31,0.0,0.0847,0.86,129.491
2799,185200,75,0.5,0.292,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879
292,197760,68,0.802,0.341,-8.56,0.488,0.169,0.0,0.0783,0.849,166.01
3098,235946,0,0.677,0.604,-5.32,0.0385,0.0612,0.0,0.353,0.297,134.052
1629,267866,62,0.723,0.322,-9.702,0.0341,0.014,0.0,0.119,0.0406,90.063
3343,245200,0,0.735,0.451,-8.374,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973
2489,283400,78,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033
437,222560,59,0.859,0.625,-4.234,0.13,0.0296,0.0,0.0537,0.71,102.072
3486,180493,67,0.856,0.632,-3.692,0.074,0.193,0.0,0.0688,0.697,112.009
3063,228361,0,0.51,0.692,-5.825,0.171,0.00451,0.0,0.138,0.209,102.42
358,262773,30,0.68,0.644,-4.507,0.0258,0.084,0.0,0.549,0.484,116.097
1729,241933,76,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992
2462,247026,48,0.738,0.922,-3.94,0.0833,0.0034,0.0,0.0986,0.689,116.024
833,182626,68,0.881,0.774,-6.068,0.0439,0.00986,0.0346,0.206,0.759,112.968
1390,253706,59,0.621,0.6,-6.349,0.576,0.277,0.0,0.495,0.485,80.021
2582,174120,65,0.794,0.523,-7.829,0.161,0.0331,0.0,0.156,0.56,86.307
2955,223186,74,0.64,0.635,-7.565,0.226,0.271,0.0,0.319,0.475,100.034
397,216880,83,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143
2351,350120,67,0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048
3674,258800,75,0.807,0.803,-4.156,0.126,0.602,0.00853,0.136,0.706,91.987
411,253200,43,0.686,0.698,-2.942,0.223,0.263,0.0,0.39,0.748,93.118
3448,156600,74,0.6,0.688,-8.339,0.201,0.159,1.29e-05,0.409,0.0793,99.977
3487,190288,72,0.817,0.816,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982
680,299146,67,0.893,0.74,-4.936,0.132,0.299,0.0,0.0881,0.963,101.025
1948,220800,79,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963
3369,214254,8,0.781,0.548,-4.997,0.0764,0.229,0.0,0.127,0.175,106.996
3693,193837,71,0.599,0.887,-3.967,0.0984,0.0192,1.21e-06,0.3,0.881,170.918
739,278693,61,0.769,0.646,-6.653,0.199,0.0566,0.0,0.406,0.433,90.079
