,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2558,231211,70,0.559,0.777,-5.031,0.0432,0.31,0.0,0.105,0.329,87.016
3471,142273,79,0.963,0.346,-9.309,0.53,0.0355,0.0,0.108,0.562,119.957
2210,263173,66,0.692,0.786,-2.959,0.069,0.23,0.0,0.0797,0.583,100.025
1421,165120,65,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955
1698,240426,58,0.731,0.563,-4.046,0.131,0.191,0.00042,0.296,0.452,184.009
1676,233466,54,0.566,0.766,-5.036,0.0399,0.431,0.0,0.101,0.547,168.005
231,223840,78,0.446,0.764,-5.042,0.033,0.00135,0.0,0.099,0.543,172.094
1151,214960,61,0.658,0.551,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335
1725,284373,72,0.798,0.629,-6.857,0.0735,0.00474,2.17e-05,0.324,0.4,130.0
13,258560,68,0.708,0.772,-4.264,0.0322,0.0267,0.0,0.467,0.861,103.035
2896,235653,0,0.48,0.682,-4.94,0.13,0.0696,0.0,0.0463,0.506,167.939
2777,203466,65,0.753,0.801,-3.215,0.0296,0.403,0.0,0.128,0.794,128.011
222,230133,73,0.908,0.557,-4.243,0.107,0.242,0.0,0.0709,0.897,90.032
1992,267000,68,0.47,0.904,-4.024,0.177,0.0436,0.0,0.0491,0.557,155.788
293,233626,63,0.822,0.672,-6.133,0.0329,0.0285,0.0,0.213,0.91,117.033
798,242013,61,0.814,0.899,-5.958,0.0637,0.00727,0.219,0.0979,0.545,119.011
1936,307640,69,0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979
950,246960,77,0.779,0.64,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019
832,223133,37,0.762,0.885,-5.096,0.0395,0.0371,0.0,0.0519,0.886,117.021
1955,201946,74,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.113,0.828,121.223
1047,238746,52,0.636,0.946,-4.683,0.332,0.115,3.75e-05,0.0416,0.891,125.085
1385,253400,61,0.619,0.709,-4.633,0.0395,0.00541,0.0,0.507,0.68,144.972
1442,238360,58,0.808,0.721,-5.165,0.213,0.197,0.0,0.205,0.773,94.955
3305,304041,68,0.92,0.675,-5.661,0.263,0.307,0.0,0.104,0.749,141.967
430,208449,47,0.486,0.904,-6.642,0.0364,0.000748,0.0984,0.187,0.118,143.048
2309,198800,69,0.637,0.732,-6.209,0.0965,0.244,0.0,0.498,0.68,128.108
3177,206493,65,0.73,0.758,-4.888,0.0653,0.147,0.0,0.311,0.877,120.041
2493,166933,1,0.801,0.985,-2.69,0.0645,0.0205,6.86e-06,0.296,0.722,127.99
1319,229040,69,0.536,0.612,-5.847,0.272,0.119,0.0,0.209,0.57,86.768
2406,247906,76,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998
1449,254920,36,0.477,0.865,-4.462,0.0395,0.00877,4.52e-05,0.271,0.413,120.872
521,204706,67,0.754,0.767,-5.586,0.145,0.0216,0.0,0.172,0.828,83.014
283,210813,26,0.888,0.8,-3.944,0.0946,0.0901,2.12e-05,0.229,0.866,106.957
697,294693,60,0.733,0.521,-3.657,0.0457,0.107,0.0,0.0692,0.525,112.913
2773,263890,0,0.653,0.829,-4.783,0.0377,0.000739,1.5e-06,0.225,0.545,124.989
1643,240760,61,0.648,0.801,-7.24,0.167,0.154,0.0,0.339,0.807,78.946
593,218173,57,0.785,0.933,-4.629,0.0309,0.0303,0.0,0.137,0.962,125.011
2907,192120,79,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113
1034,237733,63,0.7,0.538,-5.952,0.045,0.000204,0.0,0.105,0.189,136.518
1265,260466,64,0.344,0.874,-3.161,0.0777,0.0841,0.0,0.129,0.269,185.888
1764,177573,38,0.624,0.977,-3.34,0.22,0.00615,0.0,0.253,0.74,126.127
906,290760,48,0.734,0.846,-6.102,0.409,0.101,0.0,0.233,0.702,145.894
2337,230253,73,0.585,0.972,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006
2841,227266,78,0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035
1135,189333,59,0.709,0.721,-3.52,0.0281,0.0322,0.000309,0.355,0.801,112.019
1663,242373,80,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
440,237800,64,0.66,0.536,-8.786,0.29,0.233,0.00669,0.111,0.775,159.963
1905,216893,73,0.435,0.837,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913
1960,207653,57,0.656,0.931,-4.188,0.0981,0.0613,0.0,0.219,0.534,91.881
714,209120,65,0.71,0.797,-3.006,0.0582,0.408,0.0,0.16,0.849,94.998
3002,229813,66,0.68,0.942,-4.208,0.0631,0.175,0.0013,0.117,0.647,123.976
787,185586,81,0.496,0.863,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018
3635,229184,73,0.807,0.887,-4.311,0.0361,0.016,0.000503,0.0811,0.606,122.015
3404,177600,71,0.546,0.822,-4.483,0.151,0.0145,0.0,0.742,0.615,150.06
1878,241933,62,0.713,0.826,-4.075,0.243,0.0897,0.0,0.421,0.664,86.444
1683,250106,60,0.707,0.724,-3.887,0.051,0.0448,0.0,0.072,0.659,108.984
1754,268613,68,0.493,0.808,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971
2397,171333,63,0.717,0.55,-6.019,0.0519,0.0358,0.00198,0.126,0.331,96.979
612,223773,59,0.804,0.836,-6.635,0.089,0.32,0.0,0.213,0.85,120.046
2784,235382,69,0.818,0.67,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988
1002,235800,21,0.629,0.532,-7.88,0.0352,0.331,0.0,0.238,0.619,90.098
1476,225373,78,0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009
829,252440,61,0.884,0.697,-6.022,0.128,0.0509,0.0,0.094,0.322,101.965
2293,226226,52,0.736,0.824,-4.231,0.0672,0.00358,0.000921,0.329,0.443,124.954
316,197360,53,0.573,0.665,-5.081,0.0239,0.108,2.09e-06,0.095,0.347,105.006
1642,310573,51,0.755,0.901,-3.152,0.0893,0.0451,0.0373,0.363,0.959,145.042
3455,185863,70,0.586,0.624,-5.946,0.113,0.0153,1.78e-06,0.133,0.267,68.976
445,228240,75,0.956,0.745,-4.753,0.12,0.206,0.0,0.0615,0.912,107.075
1089,208199,60,0.455,0.929,-3.295,0.0494,0.0875,0.0,0.226,0.484,89.782
2072,228346,78,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,180.114
1723,216026,57,0.545,0.953,-5.172,0.0441,0.000941,0.117,0.281,0.558,140.002
1984,203960,0,0.515,0.837,-2.552,0.0401,0.0868,0.0,0.0403,0.52,126.026
1621,171226,55,0.852,0.927,-4.497,0.0581,0.0109,0.00268,0.054,0.887,107.993
2917,192190,76,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006
1640,310573,51,0.755,0.901,-3.152,0.0893,0.0451,0.0373,0.363,0.959,145.042
3647,213593,80,0.837,0.364,-11.713,0.276,0.149,0.0,0.271,0.463,123.984
1651,179946,67,0.618,0.955,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034
690,213760,57,0.751,0.84,-4.855,0.349,0.367,0.0,0.0916,0.801,99.057
2373,237266,0,0.797,0.867,-5.242,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974
1345,209800,65,0.767,0.881,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018
733,314400,61,0.81,0.791,-5.909,0.181,0.0893,0.0,0.0838,0.948,153.067
1752,207200,63,0.762,0.702,-5.87,0.0432,0.0167,0.0,0.314,0.898,127.029
3399,312820,81,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008
1559,327880,46,0.788,0.549,-8.793,0.0732,0.0352,0.127,0.147,0.449,120.051
243,213026,57,0.767,0.759,-6.516,0.117,0.0513,0.0,0.31,0.677,89.989
3292,343150,72,0.926,0.666,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079
1154,258893,79,0.796,0.777,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722
1329,268120,76,0.708,0.641,-4.296,0.0335,0.205,0.0,0.0945,0.253,113.082
1491,235173,57,0.673,0.913,-4.981,0.0664,0.0304,0.00298,0.113,0.587,124.484
2256,243920,67,0.666,0.87,-5.004,0.246,0.203,0.0,0.0851,0.9,160.014
2346,219026,62,0.787,0.666,-4.475,0.0485,0.0409,1.91e-05,0.296,0.485,140.008
2874,231906,62,0.67,0.476,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975
3605,189486,75,0.581,0.662,-5.239,0.303,0.0153,0.0,0.111,0.434,93.023
1538,237506,52,0.639,0.628,-7.578,0.0399,0.0381,0.0,0.386,0.43,90.482
1250,207586,56,0.792,0.589,-6.869,0.262,0.0259,0.000128,0.114,0.778,157.147
1982,231373,63,0.648,0.942,-2.881,0.0878,0.021,0.0,0.0594,0.73,129.007
2389,232800,66,0.71,0.882,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016
3478,200853,72,0.845,0.561,-5.253,0.0778,0.211,3.49e-06,0.0383,0.811,109.974
3678,201787,74,0.61,0.725,-5.131,0.15,0.367,0.0,0.154,0.291,146.163
3345,230226,76,0.319,0.739,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169
2456,221946,74,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044
631,297960,50,0.606,0.699,-3.103,0.0337,0.343,1.89e-06,0.0757,0.509,83.701
111,257200,60,0.682,0.744,-6.981,0.0365,0.376,0.00951,0.06,0.827,132.493
3237,233901,82,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985
784,208600,63,0.735,0.466,-8.65,0.0857,0.239,6.24e-06,0.102,0.643,99.973
2458,181573,74,0.766,0.442,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8
2495,244360,88,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769
191,196160,74,0.794,0.832,-4.862,0.0407,0.237,1.14e-05,0.203,0.871,107.657
3248,291893,75,0.794,0.632,-6.163,0.0649,0.142,0.0,0.128,0.355,145.926
1701,273826,0,0.648,0.516,-8.869,0.049,0.00179,0.0,0.0772,0.0756,89.828
1587,188493,66,0.84,0.571,-7.421,0.0797,0.16,0.0,0.406,0.617,116.59
1069,260600,66,0.675,0.501,-6.183,0.22,0.0541,0.0,0.429,0.532,139.861
949,207626,78,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034
1962,168213,0,0.63,0.91,-2.919,0.144,0.0287,0.0,0.196,0.743,116.98
1061,238053,68,0.794,0.614,-5.352,0.0467,0.0964,0.0,0.0788,0.663,80.569
763,198800,81,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04
161,219093,60,0.558,0.481,-9.487,0.026,0.315,8.83e-06,0.09,0.631,144.673
3454,215759,72,0.747,0.834,-2.867,0.045,0.374,0.0,0.0586,0.687,128.005
1278,261053,35,0.474,0.744,-5.386,0.0341,0.0208,1.22e-06,0.209,0.238,129.005
1626,222440,57,0.595,0.844,-4.678,0.0331,0.0137,0.0,0.234,0.603,127.981
454,267093,73,0.835,0.707,-5.074,0.0598,0.0219,2.19e-05,0.108,0.919,93.955
2056,208946,56,0.625,0.613,-6.005,0.173,0.0209,0.0,0.0286,0.738,96.033
3218,214265,68,0.783,0.61,-6.124,0.0696,0.343,0.0,0.0983,0.418,100.047
2104,284866,79,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0
2989,198293,78,0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991
3131,225882,55,0.6,0.412,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049
2622,241160,0,0.667,0.61,-7.054,0.217,0.322,0.000203,0.426,0.465,99.991
148,281466,54,0.581,0.607,-8.458,0.028,0.189,1.6e-06,0.0882,0.213,102.03
1695,210506,1,0.614,0.47,-6.09,0.0255,0.291,0.0,0.111,0.329,80.045
1193,190000,40,0.678,0.768,-8.502,0.137,0.0195,0.00866,0.0322,0.758,127.51
2992,176674,1,0.676,0.615,-7.534,0.0496,0.0384,0.0,0.341,0.883,163.993
1894,210853,76,0.546,0.916,-3.932,0.255,0.00144,4.34e-06,0.251,0.375,129.983
2701,212960,75,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024
3288,185946,0,0.636,0.517,-6.759,0.36,0.00402,0.0,0.0874,0.394,139.928
1005,218093,64,0.962,0.66,-5.096,0.061,0.0485,0.0,0.076,0.814,126.016
1162,303053,71,0.787,0.799,-4.68,0.0993,0.189,0.0,0.3,0.835,143.052
2453,222306,62,0.602,0.691,-5.197,0.051,0.0548,0.0,0.144,0.206,127.967
3540,197946,73,0.575,0.571,-7.906,0.0439,0.0558,0.0,0.0912,0.449,105.049
117,251040,55,0.826,0.656,-8.529,0.0617,0.0101,0.000113,0.0272,0.852,129.963
56,276266,59,0.813,0.491,-9.923,0.077,0.241,4.61e-05,0.0817,0.868,99.008
2796,217346,63,0.596,0.738,-3.109,0.0411,0.109,0.0,0.0947,0.461,127.961
2497,227906,69,0.563,0.902,-4.586,0.402,0.0545,0.0,0.0524,0.559,171.999
1641,310573,51,0.755,0.901,-3.152,0.0893,0.0451,0.0373,0.363,0.959,145.042
841,197186,45,0.752,0.722,-4.207,0.104,0.0108,0.000536,0.0753,0.612,169.131
831,223133,37,0.762,0.885,-5.096,0.0395,0.0371,0.0,0.0519,0.886,117.021
3362,208733,0,0.561,0.674,-4.882,0.0818,0.118,0.0,0.111,0.383,148.127
259,266506,57,0.757,0.706,-6.665,0.203,0.0267,0.0,0.197,0.375,96.976
1994,267000,68,0.47,0.904,-4.024,0.177,0.0436,0.0,0.0491,0.557,155.788
3418,228373,80,0.461,0.593,-4.954,0.0356,0.17,0.0,0.307,0.175,134.17
1609,216317,54,0.687,0.668,-4.061,0.0282,0.0253,0.0,0.744,0.418,113.053
2349,210626,75,0.747,0.716,-2.457,0.075,0.135,0.0,0.251,0.751,125.008
3412,222653,71,0.737,0.636,-4.546,0.0437,0.0441,6.66e-05,0.35,0.565,105.005
169,296693,65,0.725,0.487,-5.959,0.0368,0.26,1.09e-05,0.431,0.599,136.086
1656,206413,62,0.699,0.699,-5.564,0.0737,0.358,0.0,0.0912,0.611,94.977
3546,210746,77,0.585,0.909,-6.474,0.0707,0.0891,9.7e-05,0.119,0.758,93.372
1662,205160,56,0.766,0.692,-4.672,0.0289,0.0825,0.0,0.0384,0.691,102.028
1040,211320,41,0.905,0.55,-7.558,0.372,0.0628,0.0,0.0644,0.52,100.813
3626,183527,73,0.95,0.59,-6.508,0.29,0.00534,0.0,0.11,0.219,130.003
2182,211253,61,0.664,0.845,-6.115,0.0461,0.181,0.0,0.267,0.357,96.005
3359,221506,73,0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99
1773,212106,3,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997
1062,243986,56,0.636,0.558,-7.076,0.0245,0.462,0.0,0.062,0.572,100.113
1255,211186,45,0.7,0.887,-3.887,0.218,0.0805,0.0,0.376,0.883,166.104
1963,213293,75,0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,0.625,129.965
2258,213413,60,0.563,0.671,-4.788,0.0373,0.0422,0.0,0.36,0.45,91.964
1379,255706,60,0.918,0.857,-5.032,0.0623,0.166,0.0003,0.0855,0.972,121.006
2859,208330,46,0.703,0.736,-5.709,0.046,0.186,1.92e-05,0.174,0.274,119.955
758,214733,55,0.641,0.445,-8.674,0.0368,0.145,0.0,0.108,0.383,81.931
2154,195240,57,0.663,0.843,-3.672,0.049,0.0491,0.0,0.364,0.375,140.036
1492,235693,53,0.344,0.921,-3.049,0.0459,0.00143,1.13e-05,0.38,0.396,126.766
1918,192446,63,0.451,0.948,-0.74,0.147,0.255,0.0,0.392,0.295,176.985
2510,176117,0,0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015
854,249533,57,0.745,0.858,-2.221,0.237,0.28,0.0,0.188,0.547,89.983
974,214226,72,0.925,0.659,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018
2852,211975,66,0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,0.499,127.961
457,242586,26,0.771,0.665,-3.954,0.035,0.0135,0.0123,0.0903,0.844,115.142
1639,207476,55,0.733,0.9,-4.758,0.0341,0.0085,0.0218,0.151,0.937,139.61
1165,242293,82,0.808,0.97,-6.098,0.0506,0.0569,6.13e-05,0.154,0.868,114.328
3323,214866,0,0.718,0.609,-4.699,0.043,0.281,3.29e-05,0.234,0.497,122.95
929,254266,58,0.68,0.844,-1.729,0.299,0.23,0.0,0.0305,0.895,172.302
676,245293,49,0.655,0.433,-7.577,0.0348,0.444,0.0,0.221,0.199,130.127
81,198346,64,0.779,0.834,-2.773,0.162,0.0343,0.0,0.0886,0.8,100.46
417,289373,49,0.969,0.701,-7.503,0.156,0.14,0.00161,0.201,0.905,121.392
1530,238626,76,0.707,0.813,-4.515,0.0571,0.0863,0.0,0.168,0.722,124.921
1906,216893,73,0.435,0.837,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913
1247,230613,62,0.551,0.598,-6.79,0.27,0.15,0.0,0.299,0.612,78.756
73,222293,79,0.924,0.74,-1.299,0.0774,0.0827,0.0,0.163,0.621,133.974
1592,236693,65,0.752,0.921,-4.321,0.0696,0.0182,0.0,0.256,0.634,115.033
87,280626,60,0.63,0.95,-4.012,0.0806,0.000915,6.51e-06,0.373,0.858,143.866
2943,196693,74,0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05
166,207506,68,0.607,0.82,-7.754,0.0597,0.0541,6.8e-05,0.269,0.768,126.988
2124,194840,72,0.666,0.876,-3.078,0.0414,0.055,0.0,0.259,0.552,129.884
1976,242013,0,0.845,0.601,-5.283,0.161,0.0205,0.0,0.385,0.329,74.008
1131,193653,65,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853
3446,332300,66,0.713,0.831,-4.75,0.15,0.0168,0.0,0.118,0.584,173.948
1198,223066,1,0.5,0.498,-6.087,0.026,0.527,0.0,0.123,0.182,79.798
1042,325573,63,0.878,0.417,-6.799,0.361,0.0444,0.0,0.0833,0.904,77.49
1296,265333,0,0.731,0.368,-10.38,0.0688,0.00544,0.0,0.193,0.512,145.171
158,256133,54,0.518,0.83,-6.814,0.0386,0.0404,3.85e-06,0.375,0.527,95.468
2484,233478,85,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994
684,243306,59,0.691,0.541,-5.873,0.0776,0.508,0.0,0.0753,0.319,127.683
471,238266,55,0.603,0.774,-6.066,0.0428,0.0288,0.051,0.0533,0.48,124.994
420,230346,42,0.646,0.638,-5.803,0.0787,0.0556,0.0014,0.182,0.74,86.994
3028,219320,75,0.725,0.534,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974
114,273706,61,0.599,0.47,-8.356,0.0376,0.38,0.0,0.111,0.298,127.177
3600,113000,76,0.907,0.53,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998
133,230200,70,0.771,0.685,-4.639,0.0567,0.00543,0.00157,0.0537,0.683,88.997
1537,148186,63,0.639,0.976,-5.503,0.354,0.0213,0.0,0.0856,0.354,147.99
303,246720,56,0.751,0.568,-5.431,0.0872,0.136,0.0,0.0288,0.646,128.002
2636,240706,76,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893
658,234800,48,0.853,0.752,-8.831,0.339,0.178,4.65e-06,0.0553,0.935,104.946
2095,222091,78,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444
3096,192190,76,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006
2611,213666,0,0.659,0.735,-4.758,0.056,0.0466,0.0,0.111,0.609,104.038
2088,228093,2,0.73,0.77,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948
1995,192440,62,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.36,0.827,138.021
605,239026,73,0.662,0.748,-3.041,0.268,0.688,8.43e-06,0.0841,0.535,82.331
1784,193386,76,0.758,0.712,-3.781,0.112,0.0185,0.0,0.0677,0.795,149.998
2024,226533,35,0.599,0.624,-3.631,0.0343,0.385,0.0,0.125,0.539,90.034
412,200480,66,0.427,0.843,-4.54,0.0364,0.00216,0.0,0.179,0.304,147.387
3271,232549,74,0.814,0.813,-3.023,0.0561,0.03,9.33e-05,0.255,0.839,79.997
901,284160,55,0.663,0.465,-9.711,0.0317,0.555,0.00183,0.125,0.279,127.932
319,231666,68,0.55,0.804,-5.218,0.0271,0.0148,4.33e-05,0.105,0.789,79.166
2979,206880,78,0.746,0.754,-6.684,0.0676,0.0152,0.0,0.0486,0.746,149.882
3245,213946,1,0.876,0.669,-6.054,0.138,0.163,0.0,0.185,0.682,124.007
334,262133,66,0.708,0.587,-7.93,0.151,0.273,0.0,0.0718,0.554,83.46
2593,247933,65,0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.0958,0.748,127.985
2623,216013,79,0.602,0.923,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01
873,193520,64,0.416,0.819,-3.974,0.0613,0.000138,0.00108,0.147,0.632,140.083
112,257200,60,0.682,0.744,-6.981,0.0365,0.376,0.00951,0.06,0.827,132.493
2897,229360,80,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022
1728,221240,72,0.88,0.443,-6.359,0.0653,0.462,7.13e-06,0.122,0.803,138.018
3640,196266,64,0.682,0.653,-6.062,0.339,0.13,0.00116,0.129,0.428,188.115
2630,225066,66,0.656,0.674,-5.473,0.0269,0.00242,0.0,0.255,0.369,120.001
2655,223386,49,0.861,0.475,-7.195,0.0487,0.00865,0.119,0.122,0.599,124.96
2621,231240,78,0.613,0.622,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003
1928,222920,74,0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,0.812,173.906
2131,188453,79,0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009
2650,172723,80,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094
213,264933,57,0.66,0.71,-4.541,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988
1895,210853,76,0.546,0.916,-3.932,0.255,0.00144,4.34e-06,0.251,0.375,129.983
1762,177573,38,0.624,0.977,-3.34,0.22,0.00615,0.0,0.253,0.74,126.127
1922,201546,74,0.607,0.934,-4.217,0.0314,0.0327,0.0,0.0909,0.568,122.01
1865,281560,56,0.209,0.872,-2.996,0.0757,0.217,0.0,0.0768,0.294,78.139
1086,337640,62,0.525,0.652,-7.042,0.28,0.278,0.0,0.339,0.602,127.673
3046,243490,75,0.502,0.786,-4.378,0.317,0.255,0.0,0.65,0.739,169.021
2082,226000,46,0.443,0.683,-5.521,0.0343,0.0198,5.26e-06,0.313,0.447,81.986
3336,217296,47,0.617,0.558,-7.046,0.0431,0.184,1.03e-06,0.0911,0.4,147.932
1364,221933,74,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141
2935,238320,77,0.418,0.724,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521
576,285570,66,0.793,0.698,-3.626,0.104,0.163,0.145,0.0745,0.339,130.017
3358,221506,73,0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99
123,261973,66,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911
1297,172373,64,0.748,0.786,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833
1511,253813,77,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
3490,237240,68,0.745,0.346,-7.709,0.331,0.00552,0.0,0.0881,0.112,203.911
3515,186986,80,0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133
3330,242407,64,0.865,0.687,-3.744,0.217,0.242,0.0,0.158,0.486,139.023
3074,222160,79,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962
3588,212500,70,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
2892,186146,72,0.778,0.566,-6.959,0.0311,0.672,0.000197,0.0698,0.479,117.971
225,246160,0,0.707,0.869,-4.525,0.0481,0.104,0.000121,0.0813,0.621,99.825
1954,201946,74,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.113,0.828,121.223
1759,338853,75,0.375,0.862,-3.363,0.255,0.071,0.0,0.211,0.478,159.841
488,276373,32,0.412,0.667,-6.997,0.229,0.195,0.0,0.305,0.533,68.942
3657,193143,75,0.905,0.389,-14.505,0.332,0.74,0.162,0.106,0.196,120.046
2436,283706,65,0.63,0.44,-7.186,0.0249,0.822,3.87e-06,0.0926,0.343,98.082
980,229866,71,0.846,0.482,-6.721,0.129,0.0246,0.0,0.393,0.212,100.969
482,265706,55,0.567,0.58,-5.757,0.223,0.0084,5.37e-06,0.0342,0.46,157.596
1515,184400,74,0.653,0.604,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016
68,261933,66,0.739,0.947,-1.916,0.0411,0.00916,3.14e-05,0.326,0.766,88.009
1331,219413,0,0.698,0.844,-4.789,0.0544,0.00253,0.000426,0.124,0.896,105.828
900,266040,43,0.803,0.924,-6.466,0.0391,0.237,0.0167,0.104,0.788,116.972
1217,240280,57,0.644,0.746,-4.941,0.341,0.0071,1.22e-05,0.0743,0.355,105.253
3216,216896,1,0.768,0.517,-4.323,0.0312,0.186,3.8e-05,0.104,0.418,104.992
674,201920,59,0.553,0.775,-10.284,0.043,0.212,0.0,0.0728,0.51,139.993
2682,231906,62,0.67,0.476,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975
2386,234093,64,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061
2918,192190,76,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006
654,250746,69,0.866,0.749,-3.977,0.253,0.15,0.0,0.0614,0.891,92.074
2472,277386,75,0.629,0.515,-10.358,0.265,0.0267,1.22e-05,0.0888,0.299,121.845
282,304506,68,0.78,0.634,-5.941,0.16,0.0199,2.98e-05,0.29,0.754,125.25
3436,229670,71,0.645,0.705,-5.008,0.299,0.000813,0.0,0.128,0.376,137.133
1785,297520,70,0.516,0.874,-2.571,0.186,0.0864,0.0,0.173,0.391,169.561
2184,197935,77,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885
2906,202213,0,0.658,0.741,-2.86,0.0536,0.141,0.0,0.189,0.789,98.024
2762,198880,61,0.677,0.753,-7.038,0.154,0.0531,0.0128,0.333,0.471,121.939
1944,276560,68,0.692,0.736,-5.109,0.11,0.0324,0.0,0.0787,0.217,73.987
1341,223080,81,0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948
1816,299746,68,0.713,0.746,-4.99,0.259,0.0402,0.0,0.601,0.47,135.021
1667,219920,69,0.793,0.859,-3.774,0.0332,0.266,0.000356,0.133,0.964,129.911
2878,138842,33,0.776,0.574,-9.882,0.0317,0.466,7.83e-05,0.131,0.412,121.03
426,238600,55,0.697,0.793,-4.699,0.323,0.0844,0.0,0.0619,0.56,89.767
2125,194840,72,0.666,0.876,-3.078,0.0414,0.055,0.0,0.259,0.552,129.884
822,216706,70,0.751,0.731,-4.419,0.0308,0.0838,0.0,0.0556,0.973,97.007
902,284160,55,0.663,0.465,-9.711,0.0317,0.555,0.00183,0.125,0.279,127.932
